1.166228055953979492e+00,-8.553860187530517578e-01,3.518728971481323242e+00,0
1.170765042304992676e+00,-8.544390201568603516e-01,3.514834880828857422e+00,0
1.178455948829650879e+00,-8.529760241508483887e-01,3.508816957473754883e+00,0
1.136574029922485352e+00,-8.574770092964172363e-01,3.535367965698242188e+00,0
1.089050054550170898e+00,-8.627629876136779785e-01,3.565282106399536133e+00,0
1.110404014587402344e+00,-8.594639897346496582e-01,3.551651954650878906e+00,0
1.008149027824401855e+00,-8.726300001144409180e-01,3.614312887191772461e+00,0
1.021370053291320801e+00,-8.702800273895263672e-01,3.604578018188476562e+00,0
1.024749994277954102e+00,-8.697670102119445801e-01,3.602453947067260742e+00,0
1.027873039245605469e+00,-8.690410256385803223e-01,3.599445104598999023e+00,0
1.051257014274597168e+00,-8.653650283813476562e-01,3.584222078323364258e+00,0
1.078405022621154785e+00,-8.617330193519592285e-01,3.569175958633422852e+00,0
9.268950223922729492e-01,-8.826569914817810059e-01,3.664228916168212891e+00,0
9.304509758949279785e-01,-8.821880221366882324e-01,3.662281990051269531e+00,0
9.339110255241394043e-01,-8.816339969635009766e-01,3.659981012344360352e+00,0
9.614149928092956543e-01,-8.771989941596984863e-01,3.641571998596191406e+00,0
9.824029803276062012e-01,-8.743849992752075195e-01,3.629889965057373047e+00,0
1.011301994323730469e+00,-8.699079751968383789e-01,3.611304044723510742e+00,0
8.412359952926635742e-01,-8.928840160369873047e-01,3.715208053588867188e+00,0
8.716740012168884277e-01,-8.883320093154907227e-01,3.696268081665039062e+00,0
8.803679943084716797e-01,-8.868010044097900391e-01,3.689894914627075195e+00,0
7.549179792404174805e-01,-9.030119776725769043e-01,3.766009092330932617e+00,0
7.813289761543273926e-01,-8.998720049858093262e-01,3.752909898757934570e+00,0
7.869200110435485840e-01,-8.991500139236450195e-01,3.749901056289672852e+00,0
8.103259801864624023e-01,-8.952450156211853027e-01,3.733616113662719727e+00,0
8.318409919738769531e-01,-8.917649984359741211e-01,3.719101905822753906e+00,0
9.296410083770751953e-01,-8.773769736289978027e-01,3.659096002578735352e+00,0
9.779139757156372070e-01,-8.699489831924438477e-01,3.628119945526123047e+00,0
1.186233997344970703e+00,-8.399850130081176758e-01,3.503153085708618164e+00,0
7.183539867401123047e-01,-9.073250293731689453e-01,3.792737007141113281e+00,0
7.201480269432067871e-01,-9.069439768791198730e-01,3.791142940521240234e+00,0
7.346379756927490234e-01,-9.041489958763122559e-01,3.779460906982421875e+00,0
7.685469985008239746e-01,-8.998299837112426758e-01,3.761405944824218750e+00,0
9.660879969596862793e-01,-8.699349761009216309e-01,3.636439085006713867e+00,0
1.169409036636352539e+00,-8.398699760437011719e-01,3.510763883590698242e+00,0
6.689379811286926270e-01,-9.121580123901367188e-01,3.821765899658203125e+00,0
6.877890229225158691e-01,-9.091590046882629395e-01,3.809197902679443359e+00,0
7.474700212478637695e-01,-8.999059796333312988e-01,3.770433902740478516e+00,0
9.519069790840148926e-01,-8.696579933166503906e-01,3.643696069717407227e+00,0
5.798310041427612305e-01,-9.228600263595581055e-01,3.875576019287109375e+00,0
5.915719866752624512e-01,-9.211320281028747559e-01,3.868319034576416016e+00,0
6.011319756507873535e-01,-9.194030165672302246e-01,3.861061096191406250e+00,0
6.304979920387268066e-01,-9.155679941177368164e-01,3.844954013824462891e+00,0
6.402660012245178223e-01,-9.143459796905517578e-01,3.839821100234985352e+00,0
7.786300182342529297e-01,-8.929340243339538574e-01,3.749901056289672852e+00,0
4.922209978103637695e-01,-9.332919716835021973e-01,3.928500890731811523e+00,0
5.102390050888061523e-01,-9.305160045623779297e-01,3.916819095611572266e+00,0
5.184990167617797852e-01,-9.298009872436523438e-01,3.913810014724731445e+00,0
5.381990075111389160e-01,-9.264789819717407227e-01,3.899826049804687500e+00,0
5.402070283889770508e-01,-9.262269735336303711e-01,3.898763895034790039e+00,0
7.174829840660095215e-01,-8.999450206756591797e-01,3.788135051727294922e+00,0
7.210959792137145996e-01,-8.992300033569335938e-01,3.785125017166137695e+00,0
9.201530218124389648e-01,-8.698779940605163574e-01,3.661573886871337891e+00,0
9.237530231475830078e-01,-8.694570064544677734e-01,3.659804105758666992e+00,0
1.132722973823547363e+00,-8.399369716644287109e-01,3.535545110702514648e+00,0
4.043070077896118164e-01,-9.489930272102355957e-01,4.003905773162841797e+00,2
4.089280068874359131e-01,-9.443359971046447754e-01,3.984257936477661133e+00,2
4.209020137786865234e-01,-9.415670037269592285e-01,3.972575902938842773e+00,2
4.457930028438568115e-01,-9.385049939155578613e-01,3.959655046463012695e+00,2
4.501090049743652344e-01,-9.383789896965026855e-01,3.959124088287353516e+00,2
4.804030060768127441e-01,-9.334700107574462891e-01,3.938414096832275391e+00,2
5.002509951591491699e-01,-9.299039840698242188e-01,3.923367977142333984e+00,0
1.117594003677368164e+00,-8.398299813270568848e-01,3.543333053588867188e+00,0
3.141779899597167969e-01,-9.553189873695373535e-01,4.040016174316406250e+00,2
3.320110142230987549e-01,-9.552360177040100098e-01,4.039661884307861328e+00,2
3.614929914474487305e-01,-9.564489722251892090e-01,4.044795036315917969e+00,2
3.866229951381683350e-01,-9.577890038490295410e-01,4.050458908081054688e+00,2
3.913730084896087646e-01,-9.584580063819885254e-01,4.053290843963623047e+00,2
3.953349888324737549e-01,-9.572029709815979004e-01,4.047980785369873047e+00,2
4.883840084075927734e-01,-9.299129843711853027e-01,3.932571887969970703e+00,0
6.851109862327575684e-01,-8.999860286712646484e-01,3.806011915206909180e+00,0
8.919379711151123047e-01,-8.698909878730773926e-01,3.678744077682495117e+00,0
1.102717041969299316e+00,-8.399639725685119629e-01,3.552182912826538086e+00,0
1.171113014221191406e+00,-8.300030231475830078e-01,3.510056018829345703e+00,0
2.234259992837905884e-01,-9.661570191383361816e-01,4.095418930053710938e+00,0
2.408439964056015015e-01,-9.634010195732116699e-01,4.083735942840576172e+00,0
2.473569959402084351e-01,-9.623990058898925781e-01,4.079487800598144531e+00,2
2.669279873371124268e-01,-9.598100185394287109e-01,4.068513870239257812e+00,2
2.713069915771484375e-01,-9.593920111656188965e-01,4.066743850708007812e+00,2
2.948049902915954590e-01,-9.554250240325927734e-01,4.049928188323974609e+00,2
4.741719961166381836e-01,-9.297019839286804199e-01,3.940891981124877930e+00,2
6.719459891319274902e-01,-8.999710083007812500e-01,3.814862012863159180e+00,0
1.346500068902969360e-01,-9.766420125961303711e-01,4.149582862854003906e+00,0
1.503880023956298828e-01,-9.746009707450866699e-01,4.140910148620605469e+00,0
1.525849997997283936e-01,-9.740179777145385742e-01,4.138432025909423828e+00,0
1.815219968557357788e-01,-9.697679877281188965e-01,4.120377063751220703e+00,0
2.060379981994628906e-01,-9.672690033912658691e-01,4.109756946563720703e+00,0
8.635439872741699219e-01,-8.699920177459716797e-01,3.696444988250732422e+00,0
8.707979917526245117e-01,-8.690750002861022949e-01,3.692549943923950195e+00,0
1.072433948516845703e+00,-8.399959802627563477e-01,3.568999052047729492e+00,0
4.120099917054176331e-02,-9.881479740142822266e-01,4.208350181579589844e+00,0
5.262999981641769409e-02,-9.844070076942443848e-01,4.192419052124023438e+00,0
6.202299892902374268e-02,-9.864019751548767090e-01,4.200914859771728516e+00,0
6.431200355291366577e-02,-9.859039783477783203e-01,4.198791980743408203e+00,0
9.178099781274795532e-02,-9.818720221519470215e-01,4.181622028350830078e+00,0
1.030249968171119690e-01,-9.789209961891174316e-01,4.169054985046386719e+00,0
2.365150004625320435e-01,-9.596359729766845703e-01,4.086923122406005859e+00,0
2.408750057220458984e-01,-9.590129852294921875e-01,4.084268093109130859e+00,2
4.414359927177429199e-01,-9.297940135002136230e-01,3.959830999374389648e+00,2
6.474090218544006348e-01,-8.997449874877929688e-01,3.831855058670043945e+00,0
1.056931972503662109e+00,-8.398119807243347168e-01,3.576611042022705078e+00,0
-5.004899948835372925e-02,-9.966859817504882812e-01,4.254724979400634766e+00,0
-2.884699963033199310e-02,-9.953179955482482910e-01,4.248885154724121094e+00,0
1.674000057391822338e-03,-9.924150109291076660e-01,4.236494064331054688e+00,0
1.335700042545795441e-02,-9.906740188598632812e-01,4.229060173034667969e+00,0
2.034999988973140717e-02,-9.897620081901550293e-01,4.225165843963623047e+00,0
4.272029995918273926e-01,-9.299700260162353516e-01,3.969921112060546875e+00,2
6.300039887428283691e-01,-8.999909758567810059e-01,3.841944932937622070e+00,0
8.366910219192504883e-01,-8.698459863662719727e-01,3.713259935379028320e+00,0
1.045624971389770508e+00,-8.398669958114624023e-01,3.585283994674682617e+00,0
-1.442179977893829346e-01,-1.011626958847045898e+00,4.328714847564697266e+00,0
-1.366440057754516602e-01,-1.008689999580383301e+00,4.316146850585937500e+00,0
-1.196020022034645081e-01,-1.005794048309326172e+00,4.303757190704345703e+00,0
-1.049930006265640259e-01,-1.002567052841186523e+00,4.289949893951416016e+00,0
-8.821900188922882080e-02,-1.000540018081665039e+00,4.281277179718017578e+00,0
-5.974400043487548828e-02,-9.991750121116638184e-01,4.275435924530029297e+00,0
4.013999830931425095e-03,-9.897019863128662109e-01,4.234900951385498047e+00,0
2.059320062398910522e-01,-9.599589705467224121e-01,4.107633113861083984e+00,0
4.127810001373291016e-01,-9.298859834671020508e-01,3.978948116302490234e+00,2
6.186299920082092285e-01,-8.998529911041259766e-01,3.850440979003906250e+00,0
8.202890157699584961e-01,-8.699859976768493652e-01,3.722641944885253906e+00,0
-2.356539964675903320e-01,-1.021903991699218750e+00,4.383056163787841797e+00,0
-2.280919998884201050e-01,-1.020583987236022949e+00,4.377391815185546875e+00,0
-2.255360037088394165e-01,-1.019965052604675293e+00,4.374736785888671875e+00,0
-2.082320004701614380e-01,-1.018108010292053223e+00,4.366772174835205078e+00,0
